Order,Lot Frontage,Lot Frontage,Garage Area,House Style,Fireplaces,Garage Type,Garage Cars,Yr Sold,SalePrice
406,21.0,21.0,288.0,2Story,0,Detchd,1.0,2009,97000
407,21.0,21.0,264.0,2Story,0,Detchd,1.0,2009,118000
408,21.0,21.0,264.0,2Story,0,Detchd,1.0,2009,119500
409,,,440.0,1Story,0,Attchd,2.0,2009,143750
410,24.0,24.0,440.0,2Story,1,Detchd,2.0,2009,146000
411,24.0,24.0,440.0,2Story,1,Attchd,2.0,2009,148500
412,24.0,24.0,440.0,1Story,1,Attchd,2.0,2009,123000
413,24.0,24.0,440.0,2Story,1,Attchd,2.0,2009,147000
414,24.0,24.0,440.0,2Story,1,Attchd,2.0,2009,137900
415,24.0,24.0,440.0,2Story,1,Detchd,2.0,2009,147000
416,24.0,24.0,440.0,2Story,1,Attchd,2.0,2009,148500
417,24.0,24.0,440.0,2Story,1,Attchd,2.0,2009,138000
418,24.0,24.0,345.0,1Story,0,Attchd,1.0,2009,128500
419,65.0,65.0,288.0,1Story,0,Attchd,1.0,2009,100000
420,,,656.0,1Story,1,Attchd,2.0,2009,148800
421,96.0,96.0,786.0,1Story,1,Attchd,3.0,2009,337500
422,110.0,110.0,754.0,2Story,3,BuiltIn,3.0,2009,462000
423,104.0,104.0,820.0,2Story,2,BuiltIn,3.0,2009,485000
424,105.0,105.0,672.0,1Story,2,Attchd,3.0,2009,555000
425,108.0,108.0,840.0,1Story,2,Attchd,2.0,2009,325000
426,110.0,110.0,890.0,1Story,1,Attchd,3.0,2009,256300
427,98.0,98.0,1390.0,1Story,1,Attchd,3.0,2009,253293
428,95.0,95.0,864.0,2Story,1,Attchd,3.0,2009,398800
429,96.0,96.0,836.0,2Story,1,Attchd,3.0,2009,335000
430,95.0,95.0,896.0,1Story,1,Attchd,3.0,2009,404000
431,94.0,94.0,900.0,1Story,1,Attchd,3.0,2009,402861
432,97.0,97.0,842.0,2Story,1,BuiltIn,3.0,2009,451950
433,105.0,105.0,762.0,1Story,2,Attchd,3.0,2009,610000
434,107.0,107.0,1020.0,2Story,1,BuiltIn,3.0,2009,582933
435,95.0,95.0,834.0,1Story,1,Attchd,3.0,2009,360000
436,129.0,129.0,932.0,1Story,2,Attchd,3.0,2009,296000
437,59.0,59.0,640.0,2Story,1,BuiltIn,3.0,2009,409900
438,87.0,87.0,908.0,1Story,1,Attchd,3.0,2009,255500
439,87.0,87.0,927.0,1Story,1,Attchd,3.0,2009,335000
440,76.0,76.0,856.0,1Story,1,Attchd,3.0,2009,274900
441,77.0,77.0,700.0,1Story,1,Attchd,3.0,2009,300000
442,102.0,102.0,850.0,1Story,1,Attchd,3.0,2009,324000
443,74.0,74.0,738.0,2Story,1,Attchd,3.0,2009,350000
444,107.0,107.0,862.0,1Story,1,Attchd,3.0,2009,280000
445,85.0,85.0,880.0,1Story,1,Attchd,3.0,2009,284000
446,90.0,90.0,583.0,1Story,1,Attchd,2.0,2009,269500
447,79.0,79.0,644.0,1Story,0,Attchd,2.0,2009,233170
448,103.0,103.0,968.0,1Story,1,Attchd,3.0,2009,386250
449,110.0,110.0,886.0,1Story,1,Attchd,3.0,2009,445000
450,96.0,96.0,730.0,2Story,1,BuiltIn,3.0,2009,290000
451,70.0,70.0,871.0,1Story,1,Attchd,3.0,2009,255900
452,47.0,47.0,484.0,1Story,1,Attchd,2.0,2009,213000
453,34.0,34.0,624.0,1Story,1,Attchd,2.0,2009,196000
454,34.0,34.0,624.0,1Story,1,Attchd,2.0,2009,184500
455,80.0,80.0,484.0,1Story,1,Attchd,2.0,2009,212500
456,34.0,34.0,626.0,1Story,1,Attchd,2.0,2009,230000
457,100.0,100.0,949.0,1Story,1,Attchd,3.0,2009,552000
458,117.0,117.0,685.0,1Story,1,Attchd,3.0,2009,382500
459,44.0,44.0,649.0,1Story,1,Attchd,2.0,2009,320000
460,48.0,48.0,539.0,1Story,1,Attchd,2.0,2009,248500
461,129.0,129.0,701.0,1Story,1,Attchd,3.0,2009,286500
462,48.0,48.0,550.0,1Story,1,Attchd,2.0,2009,254000
463,48.0,48.0,478.0,1Story,1,Attchd,2.0,2009,173000
464,36.0,36.0,474.0,2Story,0,BuiltIn,2.0,2009,173000
465,63.0,63.0,390.0,2Story,1,Attchd,2.0,2009,184000
466,57.0,57.0,392.0,2Story,1,Attchd,2.0,2009,167800
467,149.0,149.0,390.0,2Story,1,Attchd,2.0,2009,174000
468,122.0,122.0,400.0,2Story,1,BuiltIn,2.0,2009,174000
469,53.0,53.0,660.0,1Story,1,Attchd,3.0,2009,174000
470,51.0,51.0,660.0,1Story,1,Attchd,3.0,2009,175900
471,43.0,43.0,430.0,1Story,1,Attchd,2.0,2009,192500
472,43.0,43.0,457.0,1Story,1,Attchd,2.0,2009,181000
473,43.0,43.0,397.0,1Story,1,Attchd,2.0,2009,180000
474,43.0,43.0,397.0,1Story,1,Attchd,2.0,2009,160200
475,71.0,71.0,432.0,2Story,1,Attchd,2.0,2009,188500
476,,,390.0,2Story,1,BuiltIn,2.0,2009,200000
477,59.0,59.0,400.0,SLvl,1,BuiltIn,2.0,2009,170000
478,62.0,62.0,436.0,2Story,1,BuiltIn,2.0,2009,189500
479,,,527.0,SLvl,1,BuiltIn,2.0,2009,184100
480,61.0,61.0,434.0,2Story,1,Attchd,2.0,2009,195500
481,,,400.0,2Story,1,Attchd,2.0,2009,192000
482,,,393.0,2Story,1,Attchd,2.0,2009,178000
483,34.0,34.0,626.0,1Story,1,Attchd,2.0,2009,207500
484,,,554.0,2Story,1,BuiltIn,2.0,2009,236000
485,,,644.0,2Story,1,BuiltIn,3.0,2009,257500
486,,,390.0,2Story,1,BuiltIn,2.0,2009,244000
487,61.0,61.0,400.0,SLvl,0,BuiltIn,2.0,2009,167000
488,60.0,60.0,463.0,2Story,1,Attchd,2.0,2009,179000
489,42.0,42.0,394.0,2Story,1,Attchd,2.0,2009,190000
490,62.0,62.0,400.0,SLvl,1,BuiltIn,2.0,2009,156000
491,,,658.0,2Story,1,BuiltIn,3.0,2009,245000
492,,,502.0,2Story,1,BuiltIn,2.0,2009,181000
493,,,390.0,2Story,1,BuiltIn,2.0,2009,214000
494,64.0,64.0,410.0,SLvl,1,BuiltIn,2.0,2009,168000
495,82.0,82.0,856.0,2Story,1,Attchd,3.0,2009,337000
496,174.0,174.0,810.0,2Story,1,Attchd,3.0,2009,403000
497,106.0,106.0,810.0,2Story,2,BuiltIn,3.0,2009,327000
498,,,1069.0,2Story,1,Attchd,3.0,2009,340000
499,98.0,98.0,676.0,2Story,1,Attchd,3.0,2009,336000
500,79.0,79.0,889.0,2Story,1,Attchd,3.0,2009,265000
501,,,815.0,1Story,2,Attchd,3.0,2009,315000
502,90.0,90.0,656.0,2Story,1,Attchd,3.0,2009,260000
503,79.0,79.0,647.0,2Story,1,Attchd,2.0,2009,260000
504,,,623.0,2Story,1,Attchd,2.0,2009,263550
505,52.0,52.0,711.0,2Story,1,Attchd,3.0,2009,402000
506,,,467.0,2Story,1,BuiltIn,2.0,2009,248000
507,74.0,74.0,898.0,1Story,1,Attchd,3.0,2009,244600
508,86.0,86.0,972.0,1Story,0,Attchd,3.0,2009,275000
509,78.0,78.0,726.0,1Story,1,Attchd,3.0,2009,257500
510,78.0,78.0,840.0,1Story,1,Attchd,3.0,2009,287090
511,85.0,85.0,844.0,1Story,1,Attchd,3.0,2009,275500
512,76.0,76.0,492.0,1Story,1,Attchd,2.0,2009,245000
513,75.0,75.0,689.0,2Story,1,Attchd,2.0,2009,253000
514,85.0,85.0,795.0,1Story,2,Attchd,3.0,2009,468000
515,72.0,72.0,644.0,2Story,1,Attchd,2.0,2009,252678
516,75.0,75.0,676.0,2Story,0,Attchd,2.0,2009,210000
517,75.0,75.0,676.0,1Story,0,Attchd,2.0,2009,208300
518,90.0,90.0,529.0,1Story,0,Attchd,2.0,2009,225000
519,72.0,72.0,552.0,1Story,0,Attchd,2.0,2009,229456
520,72.0,72.0,625.0,1Story,0,Attchd,2.0,2009,229800
521,112.0,112.0,984.0,1Story,1,Attchd,3.0,2009,250000
522,85.0,85.0,478.0,1Story,1,Attchd,3.0,2009,370878
523,75.0,75.0,692.0,1Story,1,Attchd,2.0,2009,238500
524,85.0,85.0,812.0,2Story,1,Attchd,3.0,2009,310000
525,84.0,84.0,782.0,2Story,1,Attchd,3.0,2009,270000
526,85.0,85.0,1043.0,2Story,1,Attchd,3.0,2009,252000
527,65.0,65.0,438.0,2Story,0,Attchd,2.0,2009,241000
528,65.0,65.0,517.0,1Story,1,Attchd,2.0,2009,264500
529,85.0,85.0,711.0,1Story,1,Attchd,3.0,2009,291000
530,75.0,75.0,615.0,2Story,1,BuiltIn,2.0,2009,263000
531,62.0,62.0,400.0,1Story,0,Attchd,2.0,2009,185000
532,68.0,68.0,588.0,1Story,0,Attchd,2.0,2009,234500
533,65.0,65.0,628.0,2Story,0,Attchd,2.0,2009,209000
534,80.0,80.0,576.0,1Story,0,Detchd,2.0,2009,159000
535,63.0,63.0,484.0,1Story,0,Detchd,2.0,2009,152000
536,63.0,63.0,0.0,1Story,0,,0.0,2009,143500
537,96.0,96.0,478.0,2Story,0,BuiltIn,2.0,2009,193000
538,76.0,76.0,845.0,1Story,0,Attchd,3.0,2009,203000
539,67.0,67.0,555.0,1Story,0,Attchd,2.0,2009,184900
540,63.0,63.0,576.0,1Story,0,Detchd,2.0,2009,159000
541,63.0,63.0,0.0,1Story,0,,0.0,2009,142000
542,60.0,60.0,576.0,1Story,0,Detchd,2.0,2009,153000
543,61.0,61.0,788.0,1Story,0,Attchd,3.0,2009,224243
544,43.0,43.0,559.0,2Story,1,Attchd,2.0,2009,220000
545,88.0,88.0,620.0,1Story,1,Attchd,2.0,2009,257000
546,65.0,65.0,527.0,1Story,1,Attchd,2.0,2009,189000
547,70.0,70.0,528.0,2Story,0,Attchd,2.0,2009,171500
548,75.0,75.0,288.0,2Story,1,Attchd,1.0,2009,120000
549,50.0,50.0,542.0,1Story,0,Attchd,2.0,2009,145000
550,70.0,70.0,495.0,2Story,0,Attchd,2.0,2009,184000
551,,,465.0,2Story,0,Attchd,2.0,2009,162000
552,75.0,75.0,612.0,2Story,2,Attchd,2.0,2009,160000
553,60.0,60.0,294.0,1Story,0,CarPort,1.0,2009,82000
554,60.0,60.0,360.0,1.5Unf,0,Detchd,2.0,2009,76000
555,63.0,63.0,400.0,1Story,0,Detchd,2.0,2009,110000
556,71.0,71.0,484.0,1Story,0,Detchd,2.0,2009,135000
557,,,732.0,1Story,0,Detchd,2.0,2009,141000
558,,,440.0,1Story,0,Attchd,1.0,2009,122000
559,,,288.0,1Story,0,Attchd,1.0,2009,124100
560,,,300.0,1Story,0,Attchd,1.0,2009,129000
561,80.0,80.0,264.0,1Story,1,Attchd,1.0,2009,131400
562,60.0,60.0,360.0,1Story,1,Detchd,1.0,2009,62383
563,65.0,65.0,252.0,1Story,0,Attchd,1.0,2009,123000
564,,,864.0,1Story,2,Attchd,3.0,2009,275000
565,,,524.0,2Story,1,Attchd,2.0,2009,235000
566,32.0,32.0,704.0,2Story,1,BuiltIn,3.0,2009,280750
567,40.0,40.0,528.0,2Story,0,Detchd,2.0,2009,164500
568,30.0,30.0,528.0,2Story,0,Detchd,2.0,2009,173733
569,,,561.0,1Story,1,Attchd,2.0,2009,222000
570,,,641.0,1Story,1,Attchd,2.0,2009,195000
571,34.0,34.0,440.0,2Story,0,Detchd,2.0,2009,172500
572,34.0,34.0,440.0,2Story,0,Detchd,2.0,2009,180000
573,35.0,35.0,506.0,2Story,0,Detchd,2.0,2009,156000
574,24.0,24.0,480.0,2Story,0,Attchd,2.0,2009,172500
575,,,642.0,1Story,1,Attchd,2.0,2009,318750
576,61.0,61.0,484.0,1Story,2,Attchd,2.0,2009,211500
577,110.0,110.0,540.0,1Story,0,Attchd,2.0,2009,241600
578,80.0,80.0,527.0,SLvl,1,Attchd,2.0,2009,180500
579,,,490.0,1Story,1,Attchd,2.0,2009,150000
580,78.0,78.0,441.0,2Story,0,Attchd,2.0,2009,154000
581,,,615.0,1Story,1,Attchd,2.0,2009,185000
582,,,462.0,1Story,1,Attchd,2.0,2009,185750
583,,,484.0,2Story,2,Attchd,2.0,2009,200000
584,,,784.0,2Story,2,Attchd,2.0,2009,206000
585,,,497.0,2Story,1,Attchd,2.0,2009,162000
586,80.0,80.0,515.0,2Story,1,Attchd,2.0,2009,256900
587,,,480.0,SLvl,1,Attchd,2.0,2009,197900
588,80.0,80.0,502.0,1Story,1,Attchd,2.0,2009,163000
589,75.0,75.0,336.0,1Story,0,Attchd,1.0,2009,113000
590,,,520.0,2Story,2,Attchd,2.0,2009,230000
591,80.0,80.0,630.0,1Story,1,Attchd,2.0,2009,167900
592,78.0,78.0,583.0,1Story,1,Attchd,2.0,2009,213250
593,70.0,70.0,528.0,2Story,0,Attchd,2.0,2009,227000
594,62.0,62.0,312.0,1Story,0,Attchd,1.0,2009,130000
595,80.0,80.0,440.0,1Story,0,Attchd,2.0,2009,143000
596,70.0,70.0,429.0,1Story,0,Detchd,1.0,2009,117500
597,80.0,80.0,498.0,2Story,1,Attchd,2.0,2009,168500
598,,,495.0,SFoyer,1,Attchd,2.0,2009,172500
599,,,457.0,1Story,1,Attchd,2.0,2009,161500
600,60.0,60.0,396.0,1Story,1,Detchd,2.0,2009,141500
601,65.0,65.0,308.0,1Story,0,Detchd,1.0,2009,118000
602,70.0,70.0,300.0,1Story,0,Detchd,1.0,2009,127500
603,,,768.0,1Story,1,Attchd,3.0,2009,140000
604,,,576.0,1Story,1,Detchd,2.0,2009,177625
605,85.0,85.0,888.0,1Story,0,Detchd,3.0,2009,110000
606,100.0,100.0,472.0,1Story,0,Attchd,2.0,2009,167000
607,85.0,85.0,610.0,1Story,1,Attchd,2.0,2009,153000
608,115.0,115.0,520.0,1Story,2,Detchd,2.0,2009,145100
609,,,480.0,1Story,1,Attchd,2.0,2009,154000
610,,,549.0,2Story,1,Attchd,2.0,2009,177500
611,,,645.0,SLvl,1,Attchd,2.0,2009,158000
612,80.0,80.0,270.0,1Story,0,Attchd,1.0,2009,124500
613,85.0,85.0,368.0,SLvl,1,BuiltIn,2.0,2009,174500
614,68.0,68.0,330.0,1Story,0,Attchd,1.0,2009,122000
615,50.0,50.0,0.0,1Story,0,,0.0,2009,82500
616,,,352.0,1.5Fin,1,Detchd,1.0,2009,110000
617,128.0,128.0,505.0,1Story,1,Attchd,2.0,2009,149500
618,90.0,90.0,550.0,1Story,0,Attchd,2.0,2009,175000
619,80.0,80.0,418.0,1Story,2,Attchd,2.0,2009,167000
620,80.0,80.0,338.0,1Story,0,Attchd,1.0,2009,128900
621,80.0,80.0,271.0,1.5Fin,0,Attchd,1.0,2009,140000
622,80.0,80.0,264.0,1Story,1,Attchd,1.0,2009,147000
623,65.0,65.0,792.0,1Story,0,Detchd,3.0,2009,124000
624,92.0,92.0,530.0,1Story,1,Attchd,2.0,2009,187500
625,,,514.0,1Story,2,Attchd,2.0,2009,159000
626,80.0,80.0,542.0,1Story,2,Attchd,2.0,2009,256000
627,85.0,85.0,486.0,2Story,3,Attchd,2.0,2009,205000
628,100.0,100.0,509.0,2Story,1,Attchd,1.0,2009,193500
629,120.0,120.0,576.0,1Story,2,Attchd,2.0,2009,110000
630,,,368.0,1.5Fin,1,Attchd,1.0,2009,104900
631,73.0,73.0,286.0,1Story,0,Attchd,1.0,2009,150000
632,70.0,70.0,442.0,1Story,2,Attchd,2.0,2009,156500
633,,,441.0,1Story,2,Attchd,2.0,2009,176000
634,66.0,66.0,297.0,1Story,0,Attchd,1.0,2009,149500
635,80.0,80.0,338.0,1Story,1,Attchd,1.0,2009,139000
636,66.0,66.0,297.0,1Story,0,Attchd,1.0,2009,155000
637,70.0,70.0,304.0,1Story,0,Attchd,1.0,2009,120000
638,70.0,70.0,350.0,1Story,0,Attchd,1.0,2009,153000
639,80.0,80.0,294.0,1Story,2,Attchd,1.0,2009,144000
640,120.0,120.0,884.0,SLvl,1,Attchd,2.0,2009,176000
641,74.0,74.0,498.0,1Story,1,Attchd,2.0,2009,153000
642,76.0,76.0,495.0,1Story,0,Detchd,2.0,2009,135000
643,53.0,53.0,297.0,1Story,0,Attchd,1.0,2009,131000
644,79.0,79.0,270.0,1Story,0,Attchd,1.0,2009,123000
645,67.0,67.0,480.0,1Story,0,Basment,2.0,2009,126000
646,60.0,60.0,672.0,1Story,1,Detchd,2.0,2009,115000
647,75.0,75.0,288.0,1Story,2,CarPort,1.0,2009,164900
648,80.0,80.0,240.0,1Story,0,Detchd,1.0,2009,113000
649,60.0,60.0,230.0,1Story,0,Attchd,1.0,2009,145500
650,75.0,75.0,616.0,1Story,0,Attchd,1.0,2009,102900
651,107.0,107.0,420.0,2Story,0,CarPort,2.0,2009,95000
652,78.0,78.0,410.0,2Story,1,Attchd,2.0,2009,152500
653,60.0,60.0,246.0,1Story,0,Attchd,1.0,2009,129900
654,50.0,50.0,240.0,1Story,1,Detchd,1.0,2009,132000
655,53.0,53.0,366.0,1Story,0,Attchd,1.0,2009,99900
656,60.0,60.0,180.0,1.5Fin,0,Detchd,1.0,2009,135000
657,60.0,60.0,720.0,2Story,0,Detchd,2.0,2009,149000
658,80.0,80.0,281.0,2Story,0,Detchd,1.0,2009,114000
659,52.0,52.0,240.0,1Story,0,Detchd,1.0,2009,109500
660,60.0,60.0,264.0,1Story,0,Detchd,1.0,2009,125000
661,60.0,60.0,528.0,1.5Fin,1,Detchd,2.0,2009,142900
662,60.0,60.0,624.0,2Story,0,Detchd,2.0,2009,156500
663,90.0,90.0,0.0,1Story,0,,0.0,2009,59000
664,90.0,90.0,338.0,1.5Fin,0,Detchd,1.0,2009,105000
665,60.0,60.0,576.0,1Story,0,Detchd,2.0,2009,106000
666,60.0,60.0,320.0,1Story,0,Detchd,1.0,2009,78500
667,81.0,81.0,907.0,2Story,0,Attchd,3.0,2009,190000
668,83.0,83.0,364.0,1Story,0,Attchd,1.0,2009,154000
669,77.0,77.0,480.0,1Story,1,Attchd,2.0,2009,163000
670,91.0,91.0,968.0,2Story,0,Detchd,4.0,2009,200000
671,62.0,62.0,480.0,1Story,0,Detchd,2.0,2009,143500
672,90.0,90.0,308.0,1Story,0,Detchd,1.0,2009,135000
673,64.0,64.0,756.0,1Story,0,Detchd,1.0,2009,153000
674,,,498.0,1Story,2,Attchd,2.0,2009,157500
675,80.0,80.0,384.0,1Story,1,Basment,1.0,2009,113500
676,60.0,60.0,288.0,1Story,1,Attchd,1.0,2009,133000
677,60.0,60.0,400.0,1Story,0,Detchd,2.0,2009,92900
678,60.0,60.0,900.0,1.5Fin,0,Detchd,2.0,2009,128500
679,60.0,60.0,420.0,1Story,0,Detchd,2.0,2009,90000
680,60.0,60.0,240.0,1.5Fin,0,Attchd,1.0,2009,138000
681,71.0,71.0,294.0,1Story,0,Attchd,1.0,2009,128000
682,70.0,70.0,294.0,1Story,0,Attchd,1.0,2009,139000
683,60.0,60.0,240.0,1Story,0,Detchd,1.0,2009,118900
684,80.0,80.0,288.0,SLvl,0,Attchd,1.0,2009,138000
685,70.0,70.0,672.0,1Story,0,Attchd,1.0,2009,132500
686,60.0,60.0,384.0,1.5Fin,0,Detchd,1.0,2009,133500
687,60.0,60.0,576.0,1.5Fin,0,Detchd,2.0,2009,135000
688,76.0,76.0,483.0,2Story,0,Attchd,2.0,2009,144750
689,75.0,75.0,564.0,SFoyer,0,Attchd,2.0,2009,145000
690,80.0,80.0,264.0,1Story,1,Attchd,1.0,2009,127000
691,60.0,60.0,308.0,1Story,0,Detchd,1.0,2009,109500
692,,,210.0,1.5Fin,0,Detchd,1.0,2009,115000
693,60.0,60.0,440.0,2Story,0,Detchd,2.0,2009,110000
694,68.0,68.0,162.0,1.5Fin,0,Detchd,1.0,2009,128900
695,57.0,57.0,324.0,2Story,0,Detchd,2.0,2009,103500
696,52.0,52.0,200.0,1.5Fin,0,Detchd,1.0,2009,66500
697,90.0,90.0,472.0,1.5Fin,0,Detchd,2.0,2009,130000
698,90.0,90.0,0.0,2Story,0,,0.0,2009,129000
699,57.0,57.0,400.0,2Story,1,Detchd,2.0,2009,150000
700,60.0,60.0,432.0,2Story,0,Attchd,1.0,2009,107500
701,63.0,63.0,0.0,2Story,0,,0.0,2009,94550
702,60.0,60.0,400.0,2Story,0,Detchd,2.0,2009,124500
703,60.0,60.0,240.0,2Story,2,Detchd,1.0,2009,135000
704,56.0,56.0,0.0,1.5Fin,0,,0.0,2009,103000
705,60.0,60.0,576.0,1Story,0,Detchd,2.0,2009,93000
706,50.0,50.0,308.0,1.5Fin,0,Detchd,1.0,2009,129500
707,50.0,50.0,256.0,1.5Fin,0,BuiltIn,1.0,2009,93000
708,62.0,62.0,288.0,1Story,0,Detchd,2.0,2009,80000
709,50.0,50.0,308.0,1Story,0,Detchd,1.0,2009,45000
710,50.0,50.0,0.0,1.5Fin,0,,0.0,2009,37900
711,50.0,50.0,273.0,1Story,0,Attchd,1.0,2009,91300
712,60.0,60.0,287.0,1Story,0,Detchd,1.0,2009,99500
713,33.0,33.0,0.0,2Story,0,,0.0,2009,113000
714,60.0,60.0,720.0,2Story,0,Detchd,2.0,2009,87500
715,50.0,50.0,240.0,1.5Fin,0,Detchd,1.0,2009,110000
716,90.0,90.0,360.0,2.5Unf,0,Detchd,2.0,2009,106000
717,65.0,65.0,864.0,2Story,1,Detchd,4.0,2009,265979
718,70.0,70.0,357.0,2Story,0,Detchd,1.0,2009,160000
719,60.0,60.0,280.0,2Story,1,Attchd,1.0,2009,119000
720,121.0,121.0,424.0,2Story,1,Attchd,2.0,2009,168000
721,,,0.0,1Story,1,,0.0,2009,58500
722,50.0,50.0,324.0,2Story,0,Detchd,2.0,2009,143000
723,60.0,60.0,280.0,1Story,0,Detchd,1.0,2009,85000
724,98.0,98.0,456.0,1.5Fin,0,Detchd,2.0,2009,124900
725,60.0,60.0,207.0,1.5Fin,0,Detchd,1.0,2009,119000
726,60.0,60.0,640.0,2Story,0,Detchd,3.0,2009,146500
727,60.0,60.0,0.0,1Story,0,,0.0,2009,34900
728,72.0,72.0,0.0,1Story,0,,0.0,2009,44000
729,144.0,144.0,528.0,2Story,1,Attchd,2.0,2009,223500
730,,,216.0,1Story,1,BuiltIn,1.0,2009,149000
731,55.0,55.0,672.0,1.5Fin,0,Detchd,2.0,2009,205000
732,50.0,50.0,336.0,1.5Fin,1,Detchd,1.0,2009,137000
733,,,192.0,1.5Unf,1,Detchd,1.0,2009,121000
734,50.0,50.0,240.0,1.5Fin,0,Detchd,1.0,2009,128000
735,50.0,50.0,624.0,1.5Fin,0,Detchd,2.0,2009,134900
736,50.0,50.0,216.0,1.5Fin,1,Detchd,1.0,2009,117000
737,50.0,50.0,280.0,1.5Fin,1,Detchd,1.0,2009,132500
738,60.0,60.0,320.0,1.5Fin,0,Attchd,1.0,2009,93000
739,50.0,50.0,180.0,1.5Unf,0,Detchd,1.0,2009,119000
740,60.0,60.0,440.0,1Story,0,Detchd,2.0,2009,100000
741,51.0,51.0,576.0,1.5Fin,0,Detchd,2.0,2009,141500
742,51.0,51.0,240.0,1.5Fin,0,Detchd,1.0,2009,133000
743,51.0,51.0,0.0,1Story,1,,0.0,2009,60000
744,51.0,51.0,180.0,1Story,0,Detchd,1.0,2009,105000
745,51.0,51.0,264.0,1Story,0,Detchd,1.0,2009,115000
746,51.0,51.0,250.0,1.5Fin,1,Detchd,1.0,2009,150000
747,50.0,50.0,1184.0,1Story,0,Detchd,5.0,2009,126500
748,,,441.0,2.5Unf,0,Detchd,2.0,2009,214500
749,60.0,60.0,532.0,2Story,0,Detchd,2.0,2009,167500
750,57.0,57.0,576.0,2Story,0,Detchd,2.0,2009,155000
751,50.0,50.0,164.0,2Story,1,Attchd,1.0,2009,155000
752,68.0,68.0,216.0,2Story,0,Detchd,1.0,2009,179900
753,92.0,92.0,0.0,2.5Fin,0,,0.0,2009,104000
754,50.0,50.0,0.0,2Story,0,,0.0,2009,62500
755,57.0,57.0,316.0,2Story,0,Attchd,1.0,2009,149000
756,52.0,52.0,539.0,1.5Fin,0,Detchd,2.0,2009,103000
757,,,379.0,2Story,0,Attchd,1.0,2009,123000
758,41.0,41.0,0.0,2.5Unf,0,,0.0,2009,97500
759,60.0,60.0,384.0,1.5Fin,0,Detchd,1.0,2009,135000
760,86.0,86.0,0.0,SFoyer,0,,0.0,2009,70000
761,60.0,60.0,308.0,2Story,0,Detchd,1.0,2009,116000
762,50.0,50.0,220.0,1Story,0,CarPort,1.0,2009,88750
763,60.0,60.0,0.0,1Story,0,,0.0,2009,179000
764,60.0,60.0,0.0,1Story,0,,0.0,2009,179000
765,,,252.0,SFoyer,0,Detchd,1.0,2009,159900
766,,,0.0,1Story,0,,0.0,2009,61000
767,54.0,54.0,300.0,2Story,0,Detchd,1.0,2009,103600
768,60.0,60.0,226.0,1.5Fin,0,Detchd,1.0,2009,63000
769,70.0,70.0,480.0,SLvl,1,Attchd,2.0,2009,175000
770,80.0,80.0,480.0,1Story,0,Detchd,2.0,2009,139000
771,70.0,70.0,440.0,2Story,1,Attchd,2.0,2009,172500
772,75.0,75.0,668.0,1Story,1,Attchd,1.0,2009,113500
773,65.0,65.0,288.0,1Story,0,Attchd,1.0,2009,130000
774,,,504.0,SFoyer,1,Basment,2.0,2009,149900
775,,,576.0,SFoyer,0,Detchd,2.0,2009,134900
776,74.0,74.0,528.0,SFoyer,0,Detchd,2.0,2009,137000
777,,,288.0,1Story,1,Attchd,1.0,2009,139000
778,88.0,88.0,384.0,SLvl,1,Attchd,1.0,2009,165000
779,88.0,88.0,480.0,SLvl,1,Attchd,2.0,2009,148000
780,,,336.0,SLvl,1,Attchd,1.0,2009,165000
781,,,0.0,1Story,0,,0.0,2009,63900
782,,,304.0,1.5Fin,2,Attchd,1.0,2009,161500
783,65.0,65.0,452.0,1Story,2,Attchd,1.0,2009,143000
784,,,284.0,1Story,0,Attchd,1.0,2009,135000
785,,,539.0,1Story,0,Detchd,2.0,2009,82500
786,,,303.0,1Story,3,Attchd,1.0,2009,190000
787,,,452.0,1Story,1,Attchd,2.0,2009,139600
788,,,498.0,1Story,0,Attchd,2.0,2009,122000
789,73.0,73.0,480.0,1Story,1,Attchd,2.0,2009,127500
790,68.0,68.0,340.0,1Story,0,Attchd,1.0,2009,121500
791,68.0,68.0,350.0,1Story,0,Attchd,1.0,2009,60000
792,50.0,50.0,240.0,2Story,1,Detchd,1.0,2009,154400
793,50.0,50.0,234.0,1Story,0,Attchd,1.0,2009,113000
794,62.0,62.0,252.0,1Story,1,Detchd,1.0,2009,125000
795,,,290.0,1Story,0,Detchd,1.0,2009,84000
796,42.0,42.0,266.0,1Story,0,Attchd,1.0,2009,139500
797,60.0,60.0,281.0,1.5Fin,1,Attchd,1.0,2009,131000
798,60.0,60.0,280.0,1.5Fin,0,Detchd,1.0,2009,105000
799,60.0,60.0,296.0,2Story,1,Detchd,1.0,2009,108000
800,74.0,74.0,462.0,SLvl,0,Attchd,2.0,2009,162000
801,66.0,66.0,576.0,SLvl,1,Attchd,2.0,2009,156500
802,79.0,79.0,612.0,1.5Fin,1,BuiltIn,2.0,2009,316600
803,90.0,90.0,701.0,1Story,1,Attchd,3.0,2009,271900
804,75.0,75.0,425.0,2Story,1,Attchd,2.0,2009,213000
805,85.0,85.0,473.0,2Story,1,Attchd,2.0,2009,239900
806,80.0,80.0,466.0,2Story,1,Attchd,2.0,2009,239500
807,120.0,120.0,576.0,2Story,1,Attchd,2.0,2009,131000
808,64.0,64.0,410.0,1Story,0,Attchd,2.0,2009,118964
809,64.0,64.0,528.0,SFoyer,2,Detchd,2.0,2009,153337
810,64.0,64.0,720.0,2Story,0,Detchd,2.0,2009,147983
